review,rating,sentiment
잘읽었습니다.,5,positive
그냥 그렇습니다,2,negative
잘 봤어요,3,neutral
페이백이라 구매했어요.,3,neutral
흠...그냥그래요,3,neutral
책 내용을 떠나서 편집/구성이 오류가 너무 심해서 도저히 못 읽겠네요,1,negative
[대여완료]100%페이백감사합니다.,4,positive
잘 읽었습니다,3,neutral
잘봤어요.,4,positive
헐 음 아...,1,negative
제 돈주고 사지 않아서 다행입니다.,1,negative
잘 봤습니다,1,negative
잘 봤어요,3,neutral
자기만의 느낌을 서술한 에세이 정도 같다.,2,negative
100% 페이백 행사라 구매했다.,2,negative
할말 잃음,1,negative
그냥 별로라서,1,negative
잘봤어요,4,positive
잘 읽었습니다.,4,positive
읽으면서 망ㅎ은 생각을 하게 된 책이에요,2,negative
재미있습니다.,5,positive
차별에 대해 다른 시각을 갖게 해주네요.,3,neutral
잘 봤습니다,4,positive
"읽을만함. 하지만 어딘가 모르게 폭력, 차별에 정당성을 부여하고 있는 듯해 소름끼침.",3,neutral
잘 봤어요,4,positive
잘 읽었습니다,2,negative
흥미롭게 읽었습니다.,4,positive
차별을 정당화하는게 아닐까 싶기도 했다.,2,negative
잘 읽겠습니다,3,neutral
그저 그래요.,2,negative
잘읽었어요,3,neutral
별로였습니다,1,negative
차별과 폭력을 뇌과학으로 풀어가려는 수고가 보인다,2,negative
기본적인 내용은 재밌었지만 뒷맛은 별로였어요.,2,negative
차별이 뭉치기 위해서 생겨났다니.. 발상의 전환이 신선했다..,3,neutral
잘읽었어요,5,positive
너무 지엽적인 측면에서 접근한 견해같다,2,negative
잘 읽었어요.,2,negative
잘 읽었습니다.,2,negative
잘봤습니다,4,positive
분량이 적어서 술술 읽기좋네요,3,neutral
잘봤어요,3,neutral
괜찮아요,3,neutral
잘 읽었습니다.,3,neutral
만족합니다,4,positive
인간 본성을 잘 꼬집어 놓은 책!,5,positive
그냥 그렇습니다..,3,neutral
잘 봤어요~~~,5,positive
잘 볼게요~,3,neutral
잘 봤습니다.,4,positive
제목이 강렬하네요,5,positive
머리를 때리는 느낌,4,positive
가볍게 읽어볼만한 책이었다.,3,neutral
대여,5,positive
흥미진진,3,neutral
생각을 정리하는데 약간 도움됨,2,negative
그럭저럭..,2,negative
재미없어요,1,negative
흥미로워요,5,positive
멍청한 책입니다,1,negative
볼만합니다.,3,neutral
상상력이 풍부해지는 책,5,positive
기발한 상상력에 감탄하게 되네요:),5,positive
구매보다는 빌려서,3,neutral
상상속 그림이긴하지만 아이들이 읽어선 안될장면이 있군여~그다치 비추천,1,negative
책이 비쌈...,3,neutral
별호에요,1,negative
잘 읽었습니다,3,neutral
시작은 너무좋은데 가면 갈수록 조금만 잘못하면 사기칠수있는 느낌으로 바뀜,4,positive
생각했던것과 다른 책 ㅠㅠ,2,negative
"완독 후, 처음으로 돌아와 첫 문장을 읽어봅시다.
부끄럼 많은 생애를 보냈습니다.",5,positive
책을 읽고 나니 마음 속으로 다크함이 몰려온다. ㅡㅡ,3,neutral
여자 얘기 그만합시다.. 돈 알아서 다쓰세요,1,negative
작품은 쓴 작가의 의식을 반영한다는게 무엇인지 보여준다.,3,neutral
내용이 제 취향이 아니네요 ㅠㅠ,2,negative
술과 마약에 찌든 대지주의 아들 이야기로 읽힌다.,2,negative
선물용으로 구매 했습니다.,5,positive
어렵고 어둡고 우울하네요,3,neutral
사람 열받게 하는 책. 책 실격,1,negative
기대하고 봤는데,3,neutral
많이 어렵네요 잘읽었습니다,5,positive
잘봤어요,5,positive
작가의삶이 비극이라 ..읽는 내내 마음이 좀 힘들었습니다. 이 책이 작가본인인것 처럼 ..,3,neutral
이게뭔가 읽으면서 나락으로 빠지는듯한../,2,negative
요조의 고뇌에찬 쓸쓸함을 느낄수있었다,4,positive
민음사 번역이 괜찮다고해서 구매했어요! 잘읽어볼게요~~~,5,positive
애정결핍 + 자기가 특별한 줄 아는 자의식과잉의 합리화책 잘봤습니다.,1,negative
"술술 읽히지만, 읽히는 대로 읽어서는 안 되는 작품.",4,positive
"방관자, 합리화;
이게 세계문학? 책장 자리도 아깝다",1,negative
자기연민,3,neutral
음?,2,negative
재밌게 잘 봤습니다. 다시 읽어보려구요,3,neutral
잘모르겠다.,4,positive
재미있어요,5,positive
무엇이 그를 그렇게 만들엇나,3,neutral
그냥ㅈ일본문학이엇다,1,negative
공감할 수는 있지만 이해할 수는 없는.,3,neutral
우울하고 처지네요,2,negative
읽고나니 어질하네요,5,positive
진실된 모습으로 살지 못하는 인간의 비애가 느껴졌어요,3,neutral
역사 속 재미있는 뒷이야기들...,4,positive
나의 기준에서 말하자면. 역사책도 아니고 재미있는 책도 아니었다.,2,negative
재미있는 역사 이야기,3,neutral
"의미있네요, 끝까지 읽어야 되는 책",5,positive
그 놈에 탄수화물,2,negative
지금껏알고있던 영양관련 상식을 뒤집네요~,2,negative
상식적인 내용이라 진부하다.,1,negative
건강을 위해서 식사의 중요성을 간과 할 수 없다는 것을 느꼈습니다.,3,neutral
흥미롭게 읽었어요,5,positive
참 좋습니다,5,positive
인터넷 검색하면 나오는 수준의 내용,2,negative
good~,3,neutral
나랑은 맞지 않던 책,3,neutral
오늘 내가 먹은 것이 나를 만든다,5,positive
조금씩 자주 먹으라는 것과 와인을 마시라는건 동의못하겠다.,3,neutral
나이를 먹었나? 이런 책들이 왜 나는 진부하게 느껴지는지,3,neutral
가장 좋아하는 작가님.,5,positive
기다렸는데...몇 번이고 봤던 예전의 글들이라 많이 아쉽습니다.,2,negative
왜 내가 올린 서평을 임의로 내리죠? 예스24 매우 실망입니다.,1,negative
글을 조금 더 잘 쓸 수 있는 어렵지 않은 팁,4,positive
기대가 너무 컸나봐요. 조금 아쉽네요.,3,neutral
제목이 답인 책,2,negative
굿,5,positive
글쓰기에 대한 단상,3,neutral
제목보고 읽었는데 기대했던 내용과는 좀 다르네요.,2,negative
우울~~~ㅠ,1,negative
평들이 좋아서 한번 구매 해봤습니다.,3,neutral
제목에 낚이는 징징거리는 책?,1,negative
2권은 언제 나오나요? 읽다만 것 같은 찜찜함,3,neutral
처음으로 위로를 받은 책입니다. 추천드려요.,5,positive
상담내용이네요,3,neutral
"누군가에겐 위로가 되는 책
하지만 이런 우울감과 거리가 멀다면 이해가 잘 되지 않을수도",3,neutral
기대를 많이한탓일까? 읽는 나도 기분이 쳐진다. 소장하기는 아까운 책인듯..흐름을 모르겠다,2,negative
우울할때 읽어보면 좋은 책,5,positive
공감가는 부분도 있고 안되는 부분도 있고 그래요,4,positive
제목이 자극적이고 우울감에대해서 어느정도 공감대가있어 구매했는데 치료문답형식구조가 흡입력은,3,neutral
마음이 중요한 이 시대에 한 번 본인을 다독일 수 있는 책인것 같습니다,4,positive
"좋ㅈ아요
읽어보길 잘했다 싶어요",5,positive
생각보다는 별로지만 어느정도 공감과 위로를 받을 수 있는 책.,4,positive
열심히 잘 읽고 있습니당,5,positive
자존감에대해 조금더 배워갑니다,4,positive
조금 공감하기엔 어려운 내용도 많이 있었던 책이다.,3,neutral
죽기싫어도 떡볶이는 진리,3,neutral
"호기심은 유발하나, 중반 이후부터 피로도가 증가한다. 그냥 아, 이런 삶도 있구나..정도.",3,neutral
보통사람들 이야기,4,positive
술술 읽기에는 괜찮으나 구성감도 스토리 라인도 조금 떨어지는 느낌. 흩어진 스토리들.,3,neutral
기대에는 미치지 못하지만 그래도 좋았던.,4,positive
은근한 공감이 위로가 되는 책,3,neutral
상담부분은 재밌게 읽었는데 뒷부분은 별로였어요,3,neutral
왜 베스트셀러인지 이해불가인 책인듯.,1,negative
끝없이 자신을 비하하면서 합리화하는 이율배반적인 책. 피해망상부터 고쳐야할듯...,3,neutral
기분부전장애라는병을알게됨.초반에생생한치료과정이신선했지만중반부터반복되는듯한대화내용이지루함.,3,neutral
"뭔가 남는게 있길 바라면서 중간정도 읽었는데 글쎄,,, 진도가 안나가네요~",3,neutral
왜 베스트셀러인지는 모르겠지만 시간떼우기 좋네요,3,neutral
제목보고 산책,5,positive
"타이틀이 너무 공감되서 샀는데, 그냥 우울할때 가볍게 읽기좋은책",4,positive
신선하고 재밌네요,5,positive
읽으며 공감할 수 있는 책일 것 같아 구매했으나 스트레스만 받았다. 답답했다.,2,negative
생각만큼 공감되지는 않았지만 읽기 괜찮았어요,4,positive
제목말고는 볼 게 없는 책,1,negative
시간 때우기용,2,negative
제목이 와닿아서 샀지만 내용은 평이했어요.,3,neutral
제목이 좋아서 샀는데 생각한거랑 내용이 좀 달라서 시무룩,2,negative
우울과 허세의 중간에서 길을 잃다.....읽다보면 점점 피곤해진다,1,negative
"배송 빠르고 상품권 사용해서
좋은 가격에 구매했어요^^",5,positive
탁월한 타이틀명 센스!,4,positive
공감이 되다가도 안되게 만드네요. 지극히 개인적인 에세이의 장단점을 다 가진 책,2,negative
선물용으로 샀는데 괜찮은 것 같아요 : ),4,positive
상처의 깊이를 헤아려 적당한 처방과 보살핌을 더하면 건강한 삶을 살아내는 힘이 될 것이다,5,positive
잘봤습니다~~,3,neutral
기대했던 것 보단 별로고 공감이 안되는 부분도 꽤 있었어요,3,neutral
쉽게 읽히지만 딱히 공감은 가지 않아요...,2,negative
베스트셀러라는 것에 공감하기 어려운 ..... 아쉬움,2,negative
상담내용은 공감가고 참신했는데 부록 작가글이...혼자만의 일기장 같아서 ...,3,neutral
제 얘기를 하는듯해서 너무 공감이..ㅠㅠ,4,positive
그냥 가벼운 위로나 잡담 정도의 수준. 블로그에서 흔히 보는 감성팔이 일기.,1,negative
필독서입니다.,5,positive
"베스트 셀러라 구입했는데...읽다보니 그냥 상담내용을
기록했을 뿐이더군요...",2,negative
일기는 일기장에 적었으면... 책 전체가 자의식과잉에 징징거리는 내용뿐..,1,negative
잘읽었어요,5,positive
"작가의 솔직함과 용기에 한표... 하지만, 아쉬움..",3,neutral
읽으면서 나도 이럴수 있겠구나 이런 생각이 들었어요,4,positive
난 이게 왜 베스트셀러인지 모르겠다...작가가 이거보고 상처받을까봐 걱정이 되기까지한다..,2,negative
"워낙 유명해진 작품이라 살짝 꺼려지기도 했는데, 가볍게 편한 마음으로 읽기 좋은 것 같아요",3,neutral
상담 내용이 좋았다.,3,neutral
공감과 위로,3,neutral
많이 기돼됩니다.,3,neutral
잘 모르겠음 사고 좀 후회,1,negative
죽고 싶지만 떡볶이는 먹고 싶어 강추합니다!,5,positive
큰 기대 없이 가볍게 공감하면서 보면 좋을 것 같아요.,3,neutral
글쎄...,3,neutral
작가가 뭘 말하고싶은지도 모르겠고.. 공감도 안되고 다 읽고나서 남는게 없음...,1,negative
동병상련의 심정이어서 공감합니다^^,5,positive
홍보와 귀여운 표지에혹했는데 공감된다기보다 갑갑해져가는 느낌이적잖았어요 모르겠어요 이느낌,2,negative
도서관서 빌려읽을걸. 괜히샀다.. 제목만 와닿는다.,2,negative
글배우뭐시기도 그렇고...요즘은 베스트셀러의 진위를 의심하게 만든다.,2,negative
나도 몰랐던 제 자신을 알게되고 더욱더 나에 대해서 알아봐야겠다고 생각했습니다,5,positive
30대의 사춘기...,5,positive
나만그런게 아녔어..,5,positive
글쎄...크게 공감이 잘...,2,negative
좋아요,5,positive
배송도빠르고좋아요잘읽어볼게요,4,positive
이게 왜 베스트셀러인지 모르겠어요,1,negative
잘 봤습니다.,3,neutral
제목에 낚인 느낌..,1,negative
밤에 감성충만할땐 나도 위로가 되었는데 낮에 읽으니 위로보단 작가가 안타까워보임...힘내요,3,neutral
"이 이책을 읽으며 내 자신을 한번 더 생각하고
마음의 위로를 얻었습니다",4,positive
좋아요,5,positive
"그렇게 공감을 많이 받은 책인데, 난 공감 안되네. 책 읽는 시간도 아까움",1,negative
그냥그냥,3,neutral
제목과 시작은 좋았으나 반복되는 상담내용에 조금 물리는 느낌은 있어요,2,negative
사고나서 후회한책...,1,negative
잘 읽었어요,5,positive
떡볶이 먹고싶다,1,negative
제목을 정말 잘 지었어요. 내용은 그냥..,3,neutral
소장하면서 보려고 구매했어요!,5,positive
유미의세포들 보고 구매했습니다. 나같이 살아가는 사람들이 참 많다는 부분에서 위로가 되네요,5,positive
별하나도아깝다,1,negative
좋아요,4,positive
"이 책이 치유가 될수는 없지만 잠깐의 위로는 됩니다
그걸로 만족해요",3,neutral
한번 읽어보고 싶어서 구매했어요 ㅎㅎ,3,neutral
"빠른 배송 잘 받았습니다.
죽고싶지만 떡볶이는 먹고 싶어 책 친구 선물로 줬습니다!",5,positive
솔직함이 부러워,4,positive
그냥 그래요... 정가로 사긴 좀...,3,neutral
읽으면 읽을수록 심적으로 좀 지치게 만드는 책. 이런 책은 처음이다.,1,negative
왠지모를 위로를 받았고 나만의 세계에 갇혀있지 않고 틀어보는 시도를 해봐야겠다고 느꼈다..,5,positive
제목은 잘 지었네요 ㅠ,2,negative
Good,3,neutral
제목에 솔깃하여 구매한책.. 화이팅합시다.,5,positive
저는 솔직하게 평가합니다 별1개,1,negative
"공감은 가지만 뭔가 시작하다가 끝이 애매모호한, 하지만 그끝은 내가 마무리 지어야겠지",3,neutral
공감대를형설할수있어서 집중해서볼수있었습니다,5,positive
좋아요 너무 좋아요,5,positive
생각보다별로,2,negative
베스트셀러라던데...왜?,3,neutral
그냥 그래요,3,neutral
상담내용을 보면서 내 마음의 상태를 다시 생각하게 된다.,3,neutral
정말정말 읽어보고 싶었어요,5,positive
개인의 기록. 이게 왜 그렇게 화제가 되었었는지 의문. 그래서 뭘 말하고 싶었던걸까?,2,negative
읽다보면 나까지 우울해지는 책 ..,2,negative
읽는 내내 불편했고 이해할 수 없었다. 도대체 어느 부분에서 위로와 공감을 얻는다는 것인가,1,negative
공감되는 글이 많네요,5,positive
"딱 20대 초중반 감성이네요
좀더 일찍봤음 더 좋을뻔했어요",3,neutral
읽으면서 점점우울해지는책.이게 베스트셀러면 우리나라에 정상이지 않은 사람이 이렇게 많다고?,1,negative
"솔직한 누군가의 기록, 공감보다 이해로 다독여봅니다",3,neutral
끝까지책을옷놓게함,5,positive
너무 기대를 해서 인지 읽고나서 뭔가 아쉬움이 남네요,3,neutral
전형적인 광고빨,1,negative
어두운 환경에서 자란 20대 여성의 심리 상담 녹취록 그 이상 그 이하도 아닌.,1,negative
추천받고 구매했는데 기대를 많이 했나봐요ㅠㅠ 그래도 공감되는 부분은 진짜 많았어요!,4,positive
"기대보다 별로였어요.
너무우울해지는책",1,negative
공감가고 이해는 되지만 어쩔때는 좀 짜증난다고 해야하나? 그런 성격을 이야기하고 있는 책,3,neutral
약간 쳐지는 느낌이 있지만 의료인 으로써 읽었을 때 공감이 가는 면이 많았어요,3,neutral
책은 이렇게 쓰지 말아야겠다고 참고할 용으로 읽은 책,1,negative
제목의 승리,3,neutral
음.. 제목에 이끌려.. 베스트셀러라 읽어봤는데 그렇게 와닿지는 않는 책이었던거같아요,2,negative
요새 많이 나오는 그냥 그저 그런 내용,4,positive
솔직해서 좋았던,5,positive
추천받았어요,5,positive
글의 구성과 내용 등이 잘 들어오지 않네요.,3,neutral
표지가이쁘고 베스트셀러라 구매했는데 책값이 아까워보긴 처음이네요...,1,negative
내가 힘든 게 다인 책. 돈을 받고 책을 팔면서 독자의 공감을 이끌어내는 건 작가의 몫.,1,negative
소장용~,5,positive
"실질적 위로를 원한다면 비추, 그냥 나 혼자가 아니였구나를 아는 것으로 만족한다면 그럭저럭",1,negative
힘빠지는 그런 기분,2,negative
가볍게 치부될수 있는 우울함에 대해 공감해주는 책.명확한 해결책은 없지만 공감하며 위로받음,5,positive
생각보다 재밌었다,3,neutral
위로가 필요한 직원에게 선물했다. 분명 세상은 살만한걸 이 책에서 찾도록,5,positive
자신의 아픔을 이렇게 이야기 할 수 있다는  사실이 놀랍고 스스로도 생각하는 시간이 됩니다,5,positive
제목에 끌려 읽게 된 책,4,positive
내용이 없음,3,neutral
무척 젊으신 분게서 쓰신 책이군요.,3,neutral
잘봤어요,2,negative
자신을 솔직하게 드러낸 저자의 용기에 경의를 표한다. 그러나 추천하고 싶지는 않다.,2,negative
도대체 공감이 안가네요,1,negative
솔직히 왜 베셀인지 모르겠는 책,1,negative
왜 이 책이 베스트셀러가 됐지? 의문스럽다,1,negative
출판되어 판매되는 책이 이렇게 깊이가 없을 수가 있다니..,1,negative
죽떡,5,positive
남자들도 그렇다 일상이 그렇지만 사소함 때문에,5,positive
책 내용도 제목만큼 조금 더 공감할 수 있었으면 좋았을텐데.,2,negative
같이 우울해져요.,2,negative
잘읽고이써용,5,positive
와 이 정신과의사 보살이다. 나같으면 오지 말라고 할 것 같음. 듣는 것 만으로도 피곤함,3,neutral
제목을 참 잘 지은 것 같아요,2,negative
내 마음의 우울함과 외로움을 치료해주고 응원해줄꺼라 생각과 다르게 조금 너무 ... 실망이,3,neutral
생각했던 내용은 아니였어요,3,neutral
"결론이 있는 책이 아니라, 답을 찾는 과정 가운데 있는 책.",4,positive
대화방식을 살린 글 편집이 오히려 집중이 안되고 공감가는 부분도 있지만 이해를 못하겠는..,3,neutral
개인 에세이..... 큰기억이 남지 않아요,3,neutral
나만 이렇게 느끼나?라고 생각했던 부분들에 대한 답을 이 책을 통해서 얻었습니다.,5,positive
소소하게 읽을만합니다. 냉철하게 일깨워주는 부분들 인상적,4,positive
저도 잘 모르겠네요 애써 우울해지고 싶지않구요,1,negative
인생책입니다.. 위로받고 위로해주고픈 책,5,positive
자전적이고 솔직한 이야기를 용기있게 한 저자에 대해서만 점수를 주고 갑니다,2,negative
정신과 상담 과정을 기록한 책이에요. 엄청 기대했는데 생각보다 별로였어요.,3,neutral
우울했는데 공감되고 위로가 되는 느낌이있음,3,neutral
"힘이 되어주고싶은건가? 힘을 받고 싶은것인가?
죽고는 싶은데 떡볶이도 왜먹는지..모르겠다",3,neutral
현실감있는 감정 치유 책,5,positive
이 책이 베스트셀러인거 보면 아픈 사람이 많은가보다,3,neutral
거부감드는 부분도 있었지만 정신과 전문의의 말이 와닿음,3,neutral
"호흡이 좀 짧은 책
솔직한 책
세대차이가 느껴지는 책",3,neutral
날 괴롭힌 그 애한테 더 딱맞는 책. 읽다보면 너무힘들다,1,negative
기대이하였어요,2,negative
"공감은 가는데, 나만이런게아니구나하는. 의사상담내용은 크게 힐링되는지 모르겠다..",3,neutral
잘 읽었습니다,4,positive
마음이 아픈과정을 섬세히 기록했네요 그래서 더 공감할수있었어요,3,neutral
좋아요!!,5,positive
"책 제목이나 구성은 좋았는데, 일기장 같은 느낌..... 공감이 어려웠다",2,negative
제목이 특이해서 샀는데 요즘 이런 책이 많음,3,neutral
과정만 있을뿐 결과는 없어요 깨닫지를 못하겠어요,3,neutral
솔직하게 쓴 부분은 있는책,3,neutral
마음이 울쩝해서 샀네요...,5,positive
제목이 전부입니다. 처한 문제에 대해서 사유하는 책은 아닙니다.,2,negative
"작가의 솔직함에 감탄했지만, 누군가에게 위로가 되기엔 부족해요.",3,neutral
공감 .. 위로가 된다,5,positive
나를  들여다보는 시간,3,neutral
웹툰타고 들어온사람은 나 뿐인가...,4,positive
상품 배송 모두 만족합니다,3,neutral
베스트셀러쪽에 있어서 샀는데..ㅠㅠ이도저도 아닌 느낌....  무슨얘기를 하고싶은지 전혀,1,negative
나를 되돌아보게 해,4,positive
"제목에 낚였네요
이 책 읽고 없던 우울증 생길거같네요
극단적으로 생각하는 저자성향이 넘 피",1,negative
건강하지 않은 저자의 마음상태를 보고 우리의 마음상태는 아닌지 확인하면 좋을 것 같습니다.,3,neutral
친구 선물로 좋아요,5,positive
마음이 잔잔해지는 내가 길을 헤맬때 읽고싶은 책,5,positive
이책을 구입한 사람들의 마음은 거의 비슷비슷하달거란 생각이 든다 그럼에도 불구하고...,1,negative
"제목만 아녔으면, 10권도 알 팔릴 책!시간과 돈이 아깝다!!",1,negative
제목 인쇄가 불량인 책이 왔는데 다른 부분에 문제는 없는 것 같아 그냥 읽었습니당! 내용은,3,neutral
"짧은 블로그 글 여럿 짜깁기한 느낌.
책 제목이 다인듯.",1,negative
미리보기로 보다가 맘에 들어서 구입했ㅇ요,5,positive
"제목부터 눈길을 확 끌었었고, 읽으면서는 ""와 이 책 안읽었으면 어쩔뻔했어"" 했습니다.",5,positive
전 아직 덜 힘든가봅니다 ㅜㅜ,2,negative
베스트라 사봤는데 제목이..... ㅎㅎ,3,neutral
나 자신을 위해 살아야겠습니다!,5,positive
"우울증 치료 과정을,진료/상담 내용을 공개하기가 어려웠을텐데 그냥 마냥 대단해요.건강하세요",3,neutral
"나한테는 어울리지 않는 책.
병상일기를 읽고, 너도 언젠가는 아플테니 준비하라는 건가.",2,negative
"공감가는 부분이 약간 있지만 감정이입하고 싶지 않은, 누군가에게 추천하고 싶지는 않은 책",2,negative
제목이 너무 좋아요. 근데 제목만이요....,1,negative
"제목부터 재미있어서 구입했는데, 단숨에 읽어지는 책은 아니네요.",3,neutral
읽으면서 우울해지는책 ㅡ ㅡ,2,negative
이런 책에 의지하려 들지 말고 '자기자신'을 믿어라!!,2,negative
최고의 자리에 오른 유명인들이 지체하지 않고 실행한 것은 무엇일지 궁금해집니다,5,positive
잘 보겠습니다,3,neutral
"실망!, 133명 멘토 이야기가 마트 상품진열대에 전시된 상품처럼 느껴집니다",2,negative
별로네요,2,negative
한국인들은 성공에 대한 갈망으로 항상 이런 책에 많이들 낚이죠. 붕어대가리들..,3,neutral
지금 내가 해야 할 일이 무엇일까. 이 책을 보는게 내가 해야할 일.,5,positive
내용이 크게 와 닿지는 않는 것 같다.,3,neutral
인생에서 가장 중요한 것들에 집중하는 법에 대한 위대한 인물들의놀라운통찰을담고있다니기대되요,5,positive
죽창들고 너도 한방 나도 한방식 저질 평등을 넘어 서로를 마주보기.,3,neutral
수직적 관계에서 수평적인 관계로 바라보고 여자에게 존경 받는 남자로 남고 싶다.,5,positive
심리탐구라는 제목이 무색하게 그냥 본인의 사회경험을 쓴 책,2,negative
기대만큼 흥미진진하진 읺았어요,3,neutral
"표지, 책소개와는 다른 책! 여러모로 실망!!",2,negative
조금 어려운 책이였던 것 같아요~,3,neutral
와 책제목에 낚였다. 칼럼정도면 족했다..,2,negative
좋아요,5,positive
"관심도서 이기에 잘 읽어 보도록 하겠습니다,,",5,positive
I dont get it at all. So frustrated..,1,negative
“모두들 안녕히.,3,neutral
기대중입니다,5,positive
딸과 엄마의 감정은 이해하는데 개인차인지 와닿는 부분이 없었다,2,negative
핵 사이다 같은 시원함을 바랐지만 제목만 너무나 돌직구였던... 기대치가 푸시식했던 작품.,3,neutral
크게 와닿지는 않았네요. 그럴수도 있겠다라는 생각은 듭니다.,3,neutral
엄마를 미워해도 괜찮아,4,positive
저도 딸이자 엄마이기에 공감되는 내용이었어요. 저와 엄마의 관계에 대해 생각해보는 계기가,4,positive
"모녀간의 갈등, 마음의 상처를 치유할 현실적인, 구체적인 대안을 주지는 않네요.",2,negative
재미있길 기대해봅니다,3,neutral
"아! 내가 쓸려고 했던 책을 누가 먼저 썼구나! ㅎㅎ
<딸이라는 이름의 감정노동자>!",5,positive
일본사회에서는 공감이 되는책이겠지? 한국사회에선 많이 다른데...?,2,negative
기대하고 샀는데.. 결론이 없어요. 그냥 상담내용만있을뿐... 내용없는 책,2,negative
제목을 보고 알아가기 위해 구매했어요,3,neutral
아쉬웠던 책.,5,positive
어지간하면 나쁜별점 안주는데 이중적인 태도에서 실망,1,negative
당신이 뭔데 혐오할 자유가 없다고 선언합니까? 누가 당신에게 그럴 권리를 줬습니까?,1,negative
나에 대해 한번더 돌아보는 계기가 된것 같아요,5,positive
"줄거리만 봐도;; 
자유대한민국에 사는 평범한 나를 혐오자로 모는것같은..무섭다ㅜ",1,negative
'혐오'에 대해 막연했던 생각을 정리할 수 있어요.,5,positive
생각보다 더 큰 말의 의미,5,positive
"말이 칼이 될때, 혐오표현에 관한 책 입니다!~",3,neutral
좋아요,3,neutral
혐오표현조차 편가르며 아이러니하게 조장하는책,1,negative
"김치녀는 혐오표현이고
한남 개저씨는 혐오표현이 아닌가요?",3,neutral
"반쪽자리 문제의식, 왜 한남은 혐오표현이 될수없는지란 리뷰가 잘 말해준다.",3,neutral
좋아요,3,neutral
남혐은 없다는 말도 안되는 주장에서부터 에러. 여자깡패한테 강간당하고 정신병원 실려간 친구,1,negative
좋아요,5,positive
혐오표현이 왜 자유가 아닌가에 대한 논리적인 설명서,5,positive
걷고걷자,5,positive
같이걸을까?,5,positive
"원하던 재활치료 책이 아님.
그저 걷는법 ㅋㅋㅋㅋ",1,negative
하정우보다 더 오래오래,3,neutral
걷기의 기적,3,neutral
거러가다,2,negative
위험 상황에서는 직관을 무시해서는 안 된다는 것을 알게 해주는 책이었습니다.,5,positive
읽어두면 정말 도움될 내용인데 번역이 무슨 직역인가요? 뭔소린지를 모르겠는부분이 많아요,3,neutral
두서없고 매끄럽지 못한 문장. 답답해서 다른책 열권 읽고 다시 읽어도 도통 별로,2,negative
좋은강연이 다 모여있어 좋네요,3,neutral
그저그랬어요!!,4,positive
글쎄요 제가 기대를 너무 했나봅니다ㅠ,2,negative
블로그를 책으로 역은지라 편집이나 내용 구성이 산만하고 읽기 좋지는 않네요. 내용전달도그닥,3,neutral
끈임없는 짐념으로 설계한 츠타야 가보고 싶다.,3,neutral
특별한 것은 없고.. 가볍게 볼만한 책,3,neutral
"정말 내용없고,자화자찬으로만 가득차고 값만 비싸게 만든 쓰레기.편집자여 부끄러운 줄 알라.",1,negative
가볍게 읽어보기 좋은 책,5,positive
츠타야를 잘 모르시는 분이라면 비추천 합니다.,2,negative
흥미로운 내용이네요~읽어보고 싶어요,5,positive
생각의 변화가 어떤 변화를 불러올 수 있는지 살펴 볼 수 있는 기회가 되었습니다.,5,positive
"자기자랑 블로그
세계최고의 기획회사를 만들꺼야! 고객이 우선이야. 자세한 설명은 생략한다.",2,negative
“모두들 안녕히.,3,neutral
말로서 치유하는 작품입니나,5,positive
I dont get it at all. So frustrated..,1,negative
"자기전에 읽으면 좋을듯ㅋㅋㅋㅋ
그래도 나름 방탄 철학이라서 읽을만 해요",3,neutral
좋아해요 감사합니다,5,positive
제목이 멋져요,5,positive
그닥 추천하고 싶지는 않습니다/,1,negative
추천 받아서 샀는데 그냥 괜찮은듯요,3,neutral
빌려서 읽어봤는데 이런식의 주먹구구식 해석이면 어떤 아이돌 그룹도 철학집단으로 포장가능,1,negative
"아이가 유치원생이라 아직 별 느낌이 없나봐요
전 원래 일본인작가랑 좀 맞지를 않아요ㅜ",1,negative
엄마가 읽으며 엄마로 거듭나는 책,5,positive
재미를 줄 수는 있지만 추천하긴 애매합니다.,3,neutral
잘읽었습니다,1,negative
기대됩니다,4,positive
기대되네요!,5,positive
"""그러했을 것이다""로 도배된 소설 같은 책.",1,negative
생명공학이 새로운 인간을 만들거 같다. 박물학자의 황당한 잠꼬대. 돈아깝다.,1,negative
좀 내용이 뒤로 갈수록 지루해지는 감이 있음.,3,neutral
베스트책이라 많은 사람들이 읽었을텐데 난 어려워서 읽다 말았다. 나에게 문제가 있는것인가?,3,neutral
책은 너무 좋은데 제본비가 없었거나 성의가 없어 두께에 비해 힘이 약해 책이 다 쪼개집니다,1,negative
작가의 추정이 많이들었고 단순내용 예시를 위해 내용을 불필요하게 늘임.,2,negative
"가독성이 너무 안좋은책... 내가 문제겠지만^^;;
그래도 새로운 혜안을 주는 책",3,neutral
번역 정말 엉망이다.... ㅠㅠ 이런 번역을 이해했다고? 다들 외국살다왔나....참 어이가,1,negative
호모가 접미로 붙은 단어를 이해하고 싶어 샀습니다.,3,neutral
"빅히스토리(인류사?)를 서술하였으나, 총균쇠 등이 보이고 서구 중심 시선이 불편하네요.",2,negative
학교과제로 읽고있러ㄹ요,3,neutral
"작가여! 인간에 대해 이야기하려면, 더 깊이 있는 연구와 통찰력을 가지고 책을 쓰시오!!!",1,negative
"가장 그럴듯한, 빠져들게하는 소설",3,neutral
